"Municipio","year","tipo","valor"
"Acatic",1989,"Ingresos",917410
"Acatic",1990,"Ingresos",1395202
"Acatic",1991,"Ingresos",1801890
"Acatic",1992,"Ingresos",2312756
"Acatic",1993,"Ingresos",4805520
"Acatic",1994,"Ingresos",3395525
"Acatic",1995,"Ingresos",4384320
"Acatic",1996,"Ingresos",6562698
"Acatic",1997,"Ingresos",8791704
"Acatic",1998,"Ingresos",13215318
"Acatic",1999,"Ingresos",20746464
"Acatic",2000,"Ingresos",24582664
"Acatic",2001,"Ingresos",34341318
"Acatic",2002,"Ingresos",31113955
"Acatic",2003,"Ingresos",35656324
"Acatic",2004,"Ingresos",37774810
"Acatic",2005,"Ingresos",49197714
"Acatic",2007,"Ingresos",44302646
"Acatic",2008,"Ingresos",54489780
"Acatic",2009,"Ingresos",61838483
"Acatic",2010,"Ingresos",61474754
"Acatic",2011,"Ingresos",74677611
"Acatic",2012,"Ingresos",79833192
"Acatic",2013,"Ingresos",74129640
"Acatic",2015,"Ingresos",96135665
"Acatic",2016,"Ingresos",87213336
"Acatic",2017,"Ingresos",94871666
"Acatic",2018,"Ingresos",103281831
"Acatic",2019,"Ingresos",100632684
"Acatic",2020,"Ingresos",120507306
"Acatic",2021,"Ingresos",123992066
"Acatlán de Juárez",1989,"Ingresos",580578
"Acatlán de Juárez",1990,"Ingresos",1014698
"Acatlán de Juárez",1991,"Ingresos",1397766
"Acatlán de Juárez",1992,"Ingresos",3424250
"Acatlán de Juárez",1993,"Ingresos",2507224
"Acatlán de Juárez",1994,"Ingresos",2501803
"Acatlán de Juárez",1995,"Ingresos",3469012
"Acatlán de Juárez",1996,"Ingresos",5487914
"Acatlán de Juárez",1997,"Ingresos",7321984
"Acatlán de Juárez",1998,"Ingresos",9843416
"Acatlán de Juárez",1999,"Ingresos",13791091
"Acatlán de Juárez",2001,"Ingresos",19241239
"Acatlán de Juárez",2002,"Ingresos",21593309
"Acatlán de Juárez",2003,"Ingresos",25085466
"Acatlán de Juárez",2004,"Ingresos",26421241
"Acatlán de Juárez",2005,"Ingresos",27464770
"Acatlán de Juárez",2006,"Ingresos",33701094
"Acatlán de Juárez",2007,"Ingresos",37587879
"Acatlán de Juárez",2008,"Ingresos",61593068
"Acatlán de Juárez",2009,"Ingresos",58323719
"Acatlán de Juárez",2010,"Ingresos",55503748
"Acatlán de Juárez",2011,"Ingresos",56838160
"Acatlán de Juárez",2012,"Ingresos",59050480
"Acatlán de Juárez",2013,"Ingresos",74276189
"Acatlán de Juárez",2014,"Ingresos",85515460
"Acatlán de Juárez",2015,"Ingresos",64839871
"Acatlán de Juárez",2016,"Ingresos",76783322
"Acatlán de Juárez",2017,"Ingresos",85070070
"Acatlán de Juárez",2018,"Ingresos",79516706
"Acatlán de Juárez",2019,"Ingresos",86275604
"Acatlán de Juárez",2020,"Ingresos",99569953
"Acatlán de Juárez",2021,"Ingresos",105186221
"Ahualulco de Mercado",1989,"Ingresos",1787384
"Ahualulco de Mercado",1990,"Ingresos",3259582
"Ahualulco de Mercado",1991,"Ingresos",2261927
"Ahualulco de Mercado",1992,"Ingresos",3569759
"Ahualulco de Mercado",1993,"Ingresos",3652639
"Ahualulco de Mercado",1994,"Ingresos",3777837
"Ahualulco de Mercado",1995,"Ingresos",5228171
"Ahualulco de Mercado",1996,"Ingresos",6319826
"Ahualulco de Mercado",1997,"Ingresos",8255645
"Ahualulco de Mercado",1998,"Ingresos",11972794
"Ahualulco de Mercado",1999,"Ingresos",15301937
"Ahualulco de Mercado",2000,"Ingresos",19168816
"Ahualulco de Mercado",2001,"Ingresos",22653033
"Ahualulco de Mercado",2002,"Ingresos",27522491
"Ahualulco de Mercado",2003,"Ingresos",25852236
"Ahualulco de Mercado",2004,"Ingresos",33375952
"Ahualulco de Mercado",2005,"Ingresos",57749864
"Ahualulco de Mercado",2006,"Ingresos",46033344
"Ahualulco de Mercado",2007,"Ingresos",53118942
"Ahualulco de Mercado",2008,"Ingresos",67188471
"Ahualulco de Mercado",2009,"Ingresos",73589195
"Ahualulco de Mercado",2010,"Ingresos",55528072
"Ahualulco de Mercado",2011,"Ingresos",54294801
"Ahualulco de Mercado",2012,"Ingresos",58618886
"Ahualulco de Mercado",2013,"Ingresos",79432056
"Ahualulco de Mercado",2014,"Ingresos",78820366
"Ahualulco de Mercado",2015,"Ingresos",94625462
"Ahualulco de Mercado",2016,"Ingresos",78824405
"Ahualulco de Mercado",2017,"Ingresos",102071077
"Ahualulco de Mercado",2018,"Ingresos",84896175
"Ahualulco de Mercado",2019,"Ingresos",100722400
"Ahualulco de Mercado",2020,"Ingresos",100422218
"Amacueca",1989,"Ingresos",601026
"Amacueca",1990,"Ingresos",463999
"Amacueca",1991,"Ingresos",894588
"Amacueca",1992,"Ingresos",998292
"Amacueca",1993,"Ingresos",1054852
"Amacueca",1994,"Ingresos",1182355
"Amacueca",1995,"Ingresos",1343212
"Amacueca",1996,"Ingresos",2597244
"Amacueca",1997,"Ingresos",3944561
"Amacueca",1998,"Ingresos",5040158
"Amacueca",1999,"Ingresos",7901742
"Amacueca",2000,"Ingresos",9303004
"Amacueca",2001,"Ingresos",9690302
"Amacueca",2002,"Ingresos",9427281
"Amacueca",2004,"Ingresos",10686084
"Amacueca",2005,"Ingresos",12652430
"Amacueca",2006,"Ingresos",16102356
"Amacueca",2007,"Ingresos",17846928
"Amacueca",2008,"Ingresos",29580183
"Amacueca",2009,"Ingresos",45186351
"Amacueca",2010,"Ingresos",24408632
"Amacueca",2011,"Ingresos",24910459
"Amacueca",2012,"Ingresos",27550289
"Amacueca",2013,"Ingresos",34228951
"Amacueca",2014,"Ingresos",47765209
"Amacueca",2016,"Ingresos",31117374
"Amacueca",2017,"Ingresos",40374552
"Amacueca",2018,"Ingresos",35389608
"Amacueca",2019,"Ingresos",37900457
"Amacueca",2020,"Ingresos",38144070
"Amacueca",2021,"Ingresos",53547157
"Amatitán",1989,"Ingresos",655179
"Amatitán",1990,"Ingresos",1129220
"Amatitán",1991,"Ingresos",1661336
"Amatitán",1992,"Ingresos",2106682
"Amatitán",1993,"Ingresos",3151952
"Amatitán",1994,"Ingresos",5842759
"Amatitán",1995,"Ingresos",3085691
"Amatitán",1996,"Ingresos",3802865
"Amatitán",1997,"Ingresos",5309323
"Amatitán",1998,"Ingresos",9212572
"Amatitán",1999,"Ingresos",14776179
"Amatitán",2000,"Ingresos",15168933
"Amatitán",2001,"Ingresos",16262957
"Amatitán",2002,"Ingresos",20005884
"Amatitán",2003,"Ingresos",19628928
"Amatitán",2004,"Ingresos",27472266
"Amatitán",2005,"Ingresos",27422118
"Amatitán",2007,"Ingresos",34015802
"Amatitán",2008,"Ingresos",60765606
"Amatitán",2010,"Ingresos",34863004
"Amatitán",2011,"Ingresos",40333674
"Amatitán",2012,"Ingresos",44501437
"Amatitán",2013,"Ingresos",59972296
"Amatitán",2014,"Ingresos",44540659
"Amatitán",2015,"Ingresos",50419104
"Amatitán",2016,"Ingresos",49619587
"Amatitán",2017,"Ingresos",58639830
"Amatitán",2018,"Ingresos",58882173
"Amatitán",2019,"Ingresos",65942213
"Amatitán",2020,"Ingresos",67088947
"Amatitán",2021,"Ingresos",74764432
"Ameca",1989,"Ingresos",3058446
"Ameca",1990,"Ingresos",5347239
"Ameca",1991,"Ingresos",6806546
"Ameca",1992,"Ingresos",8733054
"Ameca",1993,"Ingresos",12184288
"Ameca",1994,"Ingresos",11826081
"Ameca",1995,"Ingresos",13148000
"Ameca",1996,"Ingresos",17603167
"Ameca",1997,"Ingresos",21088950
"Ameca",1998,"Ingresos",31812343
"Ameca",2000,"Ingresos",57192542
"Ameca",2001,"Ingresos",58968983
"Ameca",2002,"Ingresos",70849901
"Ameca",2003,"Ingresos",78660558
"Ameca",2004,"Ingresos",77448602
"Ameca",2005,"Ingresos",88864417
"Ameca",2006,"Ingresos",115868704
"Ameca",2007,"Ingresos",114319875
"Ameca",2008,"Ingresos",162471281
"Ameca",2009,"Ingresos",179082051
"Ameca",2010,"Ingresos",130190930
"Ameca",2011,"Ingresos",131333871
"Ameca",2012,"Ingresos",125258429
"Ameca",2013,"Ingresos",141030900
"Ameca",2014,"Ingresos",169409461
"Ameca",2015,"Ingresos",148883176
"Ameca",2016,"Ingresos",167220886
"Ameca",2017,"Ingresos",196161518
"Ameca",2018,"Ingresos",200989272
"Ameca",2019,"Ingresos",275891991
"Ameca",2020,"Ingresos",225855418
"Ameca",2021,"Ingresos",225579822
"San Juanito de Escobedo",1989,"Ingresos",377059
"San Juanito de Escobedo",1990,"Ingresos",572091
"San Juanito de Escobedo",1991,"Ingresos",836685
"San Juanito de Escobedo",1992,"Ingresos",979173
"San Juanito de Escobedo",1993,"Ingresos",1250298
"San Juanito de Escobedo",1994,"Ingresos",1397135
"San Juanito de Escobedo",1995,"Ingresos",1775085
"San Juanito de Escobedo",1996,"Ingresos",2931862
"San Juanito de Escobedo",1997,"Ingresos",4551943
"San Juanito de Escobedo",1998,"Ingresos",6594641
"San Juanito de Escobedo",1999,"Ingresos",7662139
"San Juanito de Escobedo",2000,"Ingresos",9975077
"San Juanito de Escobedo",2001,"Ingresos",10039903
"San Juanito de Escobedo",2003,"Ingresos",12103860
"San Juanito de Escobedo",2004,"Ingresos",15197991
"San Juanito de Escobedo",2005,"Ingresos",16618286
"San Juanito de Escobedo",2007,"Ingresos",24792976
"San Juanito de Escobedo",2009,"Ingresos",36370745
"San Juanito de Escobedo",2010,"Ingresos",30304110
"San Juanito de Escobedo",2011,"Ingresos",28519400
"San Juanito de Escobedo",2013,"Ingresos",29137700
"San Juanito de Escobedo",2014,"Ingresos",49492197
"San Juanito de Escobedo",2015,"Ingresos",33994154
"San Juanito de Escobedo",2016,"Ingresos",33695840
"San Juanito de Escobedo",2017,"Ingresos",39260958
"San Juanito de Escobedo",2018,"Ingresos",59682104
"San Juanito de Escobedo",2019,"Ingresos",87046038
"San Juanito de Escobedo",2020,"Ingresos",55754660
"San Juanito de Escobedo",2021,"Ingresos",69006006
"Arandas",1989,"Ingresos",2100646
"Arandas",1990,"Ingresos",3912726
"Arandas",1991,"Ingresos",5577272
"Arandas",1992,"Ingresos",7794161
"Arandas",1993,"Ingresos",12655930
"Arandas",1994,"Ingresos",11158183
"Arandas",1995,"Ingresos",13167828
"Arandas",1996,"Ingresos",19467799
"Arandas",1997,"Ingresos",28797333
"Arandas",1998,"Ingresos",55046287
"Arandas",1999,"Ingresos",83086695
"Arandas",2000,"Ingresos",90056707
"Arandas",2001,"Ingresos",93798964
"Arandas",2002,"Ingresos",120325539
"Arandas",2003,"Ingresos",132594159
"Arandas",2004,"Ingresos",146756487
"Arandas",2005,"Ingresos",147828012
"Arandas",2006,"Ingresos",152045322
"Arandas",2007,"Ingresos",137845901
"Arandas",2008,"Ingresos",163870612
"Arandas",2009,"Ingresos",187642784
"Arandas",2010,"Ingresos",155789858
"Arandas",2011,"Ingresos",222136942
"Arandas",2012,"Ingresos",230712322
"Arandas",2013,"Ingresos",229992545
"Arandas",2014,"Ingresos",229130010
"Arandas",2015,"Ingresos",217863135
"Arandas",2016,"Ingresos",234198768
"Arandas",2017,"Ingresos",250445410
"Arandas",2018,"Ingresos",293783688
"Arandas",2019,"Ingresos",278401637
"Arandas",2020,"Ingresos",277665859
"Arandas",2021,"Ingresos",291789148
"El Arenal",1989,"Ingresos",575135
"El Arenal",1990,"Ingresos",894725
"El Arenal",1991,"Ingresos",1408217
"El Arenal",1992,"Ingresos",2341882
"El Arenal",1993,"Ingresos",2769381
"El Arenal",1994,"Ingresos",3014736
"El Arenal",1995,"Ingresos",3332896
"El Arenal",1996,"Ingresos",3839633
"El Arenal",1997,"Ingresos",5277377
"El Arenal",1998,"Ingresos",10492696
"El Arenal",1999,"Ingresos",13582793
"El Arenal",2000,"Ingresos",16338656
"El Arenal",2001,"Ingresos",19151687
"El Arenal",2002,"Ingresos",24682093
"El Arenal",2004,"Ingresos",23763936
"El Arenal",2005,"Ingresos",28233973
"El Arenal",2006,"Ingresos",52566823
"El Arenal",2008,"Ingresos",82419346
"El Arenal",2009,"Ingresos",96153561
"El Arenal",2010,"Ingresos",60250010
"El Arenal",2013,"Ingresos",69887631
"El Arenal",2014,"Ingresos",77549189
"El Arenal",2015,"Ingresos",75853358
"El Arenal",2016,"Ingresos",63584994
"El Arenal",2017,"Ingresos",72819762
"El Arenal",2018,"Ingresos",80085324
"El Arenal",2019,"Ingresos",82374747
"El Arenal",2020,"Ingresos",89678875
"Atemajac de Brizuela",1989,"Ingresos",312468
"Atemajac de Brizuela",1990,"Ingresos",473056
"Atemajac de Brizuela",1991,"Ingresos",627704
"Atemajac de Brizuela",1992,"Ingresos",898824
"Atemajac de Brizuela",1993,"Ingresos",1099976
"Atemajac de Brizuela",1994,"Ingresos",1391653
"Atemajac de Brizuela",1995,"Ingresos",1637263
"Atemajac de Brizuela",1996,"Ingresos",2554597
"Atemajac de Brizuela",1997,"Ingresos",3943308
"Atemajac de Brizuela",1998,"Ingresos",5737997
"Atemajac de Brizuela",1999,"Ingresos",7090258
"Atemajac de Brizuela",2001,"Ingresos",9605360
"Atemajac de Brizuela",2002,"Ingresos",11554311
"Atemajac de Brizuela",2003,"Ingresos",11785386
"Atemajac de Brizuela",2004,"Ingresos",12030931
"Atemajac de Brizuela",2005,"Ingresos",14008091
"Atemajac de Brizuela",2006,"Ingresos",19050186
"Atemajac de Brizuela",2007,"Ingresos",20136926
"Atemajac de Brizuela",2008,"Ingresos",27842523
"Atemajac de Brizuela",2009,"Ingresos",37528579
"Atemajac de Brizuela",2010,"Ingresos",28632019
"Atemajac de Brizuela",2012,"Ingresos",32110519
"Atemajac de Brizuela",2013,"Ingresos",31888019
"Atemajac de Brizuela",2016,"Ingresos",32992603
"Atemajac de Brizuela",2017,"Ingresos",35097359
"Atemajac de Brizuela",2019,"Ingresos",43477119
"Atemajac de Brizuela",2020,"Ingresos",46259858
"Atemajac de Brizuela",2021,"Ingresos",49351198
"Atengo",1989,"Ingresos",435436
"Atengo",1990,"Ingresos",1077049
"Atengo",1991,"Ingresos",856834
"Atengo",1992,"Ingresos",1195324
"Atengo",1993,"Ingresos",1194049
"Atengo",1994,"Ingresos",1694604
"Atengo",1995,"Ingresos",1900459
"Atengo",1996,"Ingresos",3088567
"Atengo",1997,"Ingresos",4152179
"Atengo",1998,"Ingresos",5941563
"Atengo",1999,"Ingresos",7956238
"Atengo",2000,"Ingresos",10756443
"Atengo",2001,"Ingresos",9779887
"Atengo",2002,"Ingresos",11554885
"Atengo",2003,"Ingresos",11730536
"Atengo",2004,"Ingresos",11865442
"Atengo",2005,"Ingresos",15534116
"Atengo",2006,"Ingresos",18688712
"Atengo",2007,"Ingresos",16034317
"Atengo",2008,"Ingresos",22033226
"Atengo",2009,"Ingresos",35893028
"Atengo",2010,"Ingresos",28314916
"Atengo",2011,"Ingresos",31156968
"Atengo",2012,"Ingresos",30178219
"Atengo",2013,"Ingresos",30043975
"Atengo",2014,"Ingresos",40558249
"Atengo",2016,"Ingresos",39532084
"Atengo",2017,"Ingresos",48664773
"Atengo",2018,"Ingresos",42435626
"Atengo",2019,"Ingresos",47583329
"Atengo",2020,"Ingresos",55282040
"Atengo",2021,"Ingresos",50138357
"Atenguillo",1989,"Ingresos",323753
"Atenguillo",1990,"Ingresos",475350
"Atenguillo",1991,"Ingresos",685702
"Atenguillo",1992,"Ingresos",807938
"Atenguillo",1993,"Ingresos",1051303
"Atenguillo",1994,"Ingresos",1327539
"Atenguillo",1995,"Ingresos",1466905
"Atenguillo",1996,"Ingresos",2840726
"Atenguillo",1997,"Ingresos",4014728
"Atenguillo",1998,"Ingresos",5433953
"Atenguillo",1999,"Ingresos",6856866
"Atenguillo",2000,"Ingresos",8843464
"Atenguillo",2001,"Ingresos",12747176
"Atenguillo",2002,"Ingresos",11215454
"Atenguillo",2003,"Ingresos",11488564
"Atenguillo",2004,"Ingresos",12416732
"Atenguillo",2005,"Ingresos",14220751
"Atenguillo",2006,"Ingresos",19490462
"Atenguillo",2007,"Ingresos",17886487
"Atenguillo",2009,"Ingresos",37772869
"Atenguillo",2010,"Ingresos",31181574
"Atenguillo",2011,"Ingresos",29637448
"Atenguillo",2012,"Ingresos",36193537
"Atenguillo",2013,"Ingresos",28551114
"Atenguillo",2014,"Ingresos",34319916
"Atenguillo",2015,"Ingresos",41417149
"Atenguillo",2016,"Ingresos",38240237
"Atenguillo",2017,"Ingresos",49653883
"Atenguillo",2018,"Ingresos",54368810
"Atenguillo",2019,"Ingresos",34689410
"Atenguillo",2020,"Ingresos",56030760
"Atenguillo",2021,"Ingresos",57410590
"Atotonilco el Alto",1989,"Ingresos",8367290
"Atotonilco el Alto",1990,"Ingresos",8125912
"Atotonilco el Alto",1991,"Ingresos",6878616
"Atotonilco el Alto",1992,"Ingresos",6740624
"Atotonilco el Alto",1993,"Ingresos",9808697
"Atotonilco el Alto",1994,"Ingresos",17722338
"Atotonilco el Alto",1995,"Ingresos",14226794
"Atotonilco el Alto",1996,"Ingresos",15387796
"Atotonilco el Alto",1997,"Ingresos",19735891
"Atotonilco el Alto",1998,"Ingresos",30094657
"Atotonilco el Alto",1999,"Ingresos",57749081
"Atotonilco el Alto",2000,"Ingresos",62739384
"Atotonilco el Alto",2001,"Ingresos",59999567
"Atotonilco el Alto",2002,"Ingresos",66978395
"Atotonilco el Alto",2003,"Ingresos",74150035
"Atotonilco el Alto",2004,"Ingresos",85332808
"Atotonilco el Alto",2005,"Ingresos",106604275
"Atotonilco el Alto",2006,"Ingresos",113292877
"Atotonilco el Alto",2007,"Ingresos",124603330
"Atotonilco el Alto",2008,"Ingresos",156402784
"Atotonilco el Alto",2009,"Ingresos",174519977
"Atotonilco el Alto",2010,"Ingresos",146309295
"Atotonilco el Alto",2011,"Ingresos",150261234
"Atotonilco el Alto",2012,"Ingresos",173496215
"Atotonilco el Alto",2013,"Ingresos",174795148
"Atotonilco el Alto",2015,"Ingresos",199377600
"Atotonilco el Alto",2016,"Ingresos",178269745
"Atotonilco el Alto",2017,"Ingresos",196044900
"Atotonilco el Alto",2018,"Ingresos",208419736
"Atotonilco el Alto",2019,"Ingresos",243476492
"Atotonilco el Alto",2020,"Ingresos",231920527
"Atotonilco el Alto",2021,"Ingresos",231877431
"Atoyac",1989,"Ingresos",526125
"Atoyac",1990,"Ingresos",986455
"Atoyac",1991,"Ingresos",1276468
"Atoyac",1992,"Ingresos",1749163
"Atoyac",1993,"Ingresos",2517391
"Atoyac",1994,"Ingresos",2344804
"Atoyac",1995,"Ingresos",3263000
"Atoyac",1996,"Ingresos",4555584
"Atoyac",1997,"Ingresos",5908605
"Atoyac",1998,"Ingresos",9343655
"Atoyac",1999,"Ingresos",20476300
"Atoyac",2000,"Ingresos",15013274
"Atoyac",2001,"Ingresos",14170713
"Atoyac",2002,"Ingresos",14897028
"Atoyac",2003,"Ingresos",17117216
"Atoyac",2004,"Ingresos",20006067
"Atoyac",2005,"Ingresos",19735885
"Atoyac",2006,"Ingresos",20626649
"Atoyac",2007,"Ingresos",24386520
"Atoyac",2009,"Ingresos",57621585
"Atoyac",2010,"Ingresos",26467171
"Atoyac",2012,"Ingresos",38052906
"Atoyac",2013,"Ingresos",36205697
"Atoyac",2014,"Ingresos",42684905
"Atoyac",2015,"Ingresos",41550549
"Atoyac",2017,"Ingresos",46781578
"Atoyac",2018,"Ingresos",48449545
"Atoyac",2019,"Ingresos",49005924
"Atoyac",2020,"Ingresos",48148375
"Atoyac",2021,"Ingresos",55868432
"Autlán de Navarro",1989,"Ingresos",2557889
"Autlán de Navarro",1990,"Ingresos",5064428
"Autlán de Navarro",1991,"Ingresos",8158182
"Autlán de Navarro",1992,"Ingresos",7591402
"Autlán de Navarro",1993,"Ingresos",9340065
"Autlán de Navarro",1994,"Ingresos",13923937
"Autlán de Navarro",1995,"Ingresos",17827956
"Autlán de Navarro",1996,"Ingresos",20387254
"Autlán de Navarro",1997,"Ingresos",26840113
"Autlán de Navarro",1998,"Ingresos",37418397
"Autlán de Navarro",1999,"Ingresos",59625428
"Autlán de Navarro",2000,"Ingresos",68424384
"Autlán de Navarro",2001,"Ingresos",71305516
"Autlán de Navarro",2002,"Ingresos",78077342
"Autlán de Navarro",2003,"Ingresos",83016990
"Autlán de Navarro",2004,"Ingresos",87133370
"Autlán de Navarro",2005,"Ingresos",113748383
"Autlán de Navarro",2006,"Ingresos",149374595
"Autlán de Navarro",2007,"Ingresos",129967963
"Autlán de Navarro",2008,"Ingresos",173434806
"Autlán de Navarro",2009,"Ingresos",189639213
"Autlán de Navarro",2010,"Ingresos",180999346
"Autlán de Navarro",2011,"Ingresos",195582902
"Autlán de Navarro",2012,"Ingresos",199865386
"Autlán de Navarro",2013,"Ingresos",265590223
"Autlán de Navarro",2014,"Ingresos",280007987
"Autlán de Navarro",2015,"Ingresos",274860307
"Autlán de Navarro",2016,"Ingresos",230968094
"Autlán de Navarro",2017,"Ingresos",281289562
"Autlán de Navarro",2018,"Ingresos",288550147
"Autlán de Navarro",2019,"Ingresos",316376721
"Autlán de Navarro",2020,"Ingresos",329447863
"Autlán de Navarro",2021,"Ingresos",318719170
"Ayotlán",1989,"Ingresos",1200061
"Ayotlán",1990,"Ingresos",1825782
"Ayotlán",1991,"Ingresos",2186794
"Ayotlán",1992,"Ingresos",2975163
"Ayotlán",1993,"Ingresos",3718055
"Ayotlán",1994,"Ingresos",3850794
"Ayotlán",1995,"Ingresos",4602548
"Ayotlán",1996,"Ingresos",7185666
"Ayotlán",1997,"Ingresos",11002877
"Ayotlán",1998,"Ingresos",16985116
"Ayotlán",1999,"Ingresos",24158844
"Ayotlán",2000,"Ingresos",31372370
"Ayotlán",2001,"Ingresos",38289043
"Ayotlán",2002,"Ingresos",43700360
"Ayotlán",2003,"Ingresos",49711261
"Ayotlán",2004,"Ingresos",44445961
"Ayotlán",2005,"Ingresos",59994356
"Ayotlán",2006,"Ingresos",74953547
"Ayotlán",2007,"Ingresos",59366948
"Ayotlán",2008,"Ingresos",92516152
"Ayotlán",2009,"Ingresos",93649173
"Ayotlán",2010,"Ingresos",80582001
"Ayotlán",2011,"Ingresos",93810280
"Ayotlán",2012,"Ingresos",94401091
"Ayotlán",2013,"Ingresos",92408262
"Ayotlán",2014,"Ingresos",133487781
"Ayotlán",2015,"Ingresos",132377291
"Ayotlán",2016,"Ingresos",155210662
"Ayotlán",2017,"Ingresos",134423217
"Ayotlán",2018,"Ingresos",160157849
"Ayotlán",2019,"Ingresos",133697698
"Ayotlán",2020,"Ingresos",136534703
"Ayotlán",2021,"Ingresos",139195210
"Ayutla",1989,"Ingresos",1636225
"Ayutla",1990,"Ingresos",2039059
"Ayutla",1991,"Ingresos",2584806
"Ayutla",1992,"Ingresos",2917224
"Ayutla",1993,"Ingresos",2749347
"Ayutla",1994,"Ingresos",2863914
"Ayutla",1995,"Ingresos",3476215
"Ayutla",1996,"Ingresos",4307709
"Ayutla",1997,"Ingresos",5917759
"Ayutla",1998,"Ingresos",10109958
"Ayutla",1999,"Ingresos",13618596
"Ayutla",2002,"Ingresos",26416275
"Ayutla",2004,"Ingresos",26073100
"Ayutla",2005,"Ingresos",25071042
"Ayutla",2006,"Ingresos",32877056
"Ayutla",2007,"Ingresos",44775550
"Ayutla",2008,"Ingresos",57812153
"Ayutla",2009,"Ingresos",71721128
"Ayutla",2010,"Ingresos",58335368
"Ayutla",2011,"Ingresos",53180888
"Ayutla",2012,"Ingresos",53171091
"Ayutla",2013,"Ingresos",93394050
"Ayutla",2014,"Ingresos",74822286
"Ayutla",2015,"Ingresos",59522448
"Ayutla",2016,"Ingresos",102280796
"Ayutla",2017,"Ingresos",83870892
"Ayutla",2018,"Ingresos",78972623
"Ayutla",2019,"Ingresos",79466937
"Ayutla",2020,"Ingresos",73294077
"Ayutla",2021,"Ingresos",76619263
"La Barca",1989,"Ingresos",2361951
"La Barca",1990,"Ingresos",3630005
"La Barca",1991,"Ingresos",5263597
"La Barca",1992,"Ingresos",7620009
"La Barca",1993,"Ingresos",8824724
"La Barca",1994,"Ingresos",10329639
"La Barca",1995,"Ingresos",12514709
"La Barca",1996,"Ingresos",16670647
"La Barca",1997,"Ingresos",20236740
"La Barca",1998,"Ingresos",32199997
"La Barca",1999,"Ingresos",50263711
"La Barca",2000,"Ingresos",56144480
"La Barca",2001,"Ingresos",58305212
"La Barca",2002,"Ingresos",63791420
"La Barca",2003,"Ingresos",74765605
"La Barca",2004,"Ingresos",80220190
"La Barca",2005,"Ingresos",102144862
"La Barca",2006,"Ingresos",119153784
"La Barca",2007,"Ingresos",123079417
"La Barca",2008,"Ingresos",163590954
"La Barca",2009,"Ingresos",142901115
"La Barca",2010,"Ingresos",177330586
"La Barca",2011,"Ingresos",162650804
"La Barca",2012,"Ingresos",160288933
"La Barca",2014,"Ingresos",170747504
"La Barca",2016,"Ingresos",170777345
"La Barca",2017,"Ingresos",189758875
"La Barca",2018,"Ingresos",196520439
"La Barca",2019,"Ingresos",193491209
"La Barca",2020,"Ingresos",189447119
"La Barca",2021,"Ingresos",210723793
"Bolaños",1989,"Ingresos",358980
"Bolaños",1990,"Ingresos",591398
"Bolaños",1991,"Ingresos",654452
"Bolaños",1992,"Ingresos",779492
"Bolaños",1993,"Ingresos",980268
"Bolaños",1994,"Ingresos",1128785
"Bolaños",1995,"Ingresos",1409030
"Bolaños",1996,"Ingresos",2413503
"Bolaños",1997,"Ingresos",3408154
"Bolaños",1998,"Ingresos",8366011
"Bolaños",1999,"Ingresos",9453526
"Bolaños",2000,"Ingresos",16315284
"Bolaños",2001,"Ingresos",11942555
"Bolaños",2002,"Ingresos",13125488
"Bolaños",2003,"Ingresos",13730684
"Bolaños",2004,"Ingresos",17836005
"Bolaños",2005,"Ingresos",28432832
"Bolaños",2006,"Ingresos",21350655
"Bolaños",2007,"Ingresos",24384767
"Bolaños",2008,"Ingresos",39045189
"Bolaños",2009,"Ingresos",54098874
"Bolaños",2010,"Ingresos",73565095
"Bolaños",2011,"Ingresos",65774416
"Bolaños",2012,"Ingresos",48184429
"Bolaños",2018,"Ingresos",16774951
"Bolaños",2019,"Ingresos",74338692
"Bolaños",2020,"Ingresos",89212449
"Bolaños",2021,"Ingresos",77074477
"Cabo Corrientes",1989,"Ingresos",508889
"Cabo Corrientes",1990,"Ingresos",724113
"Cabo Corrientes",1991,"Ingresos",1010890
"Cabo Corrientes",1992,"Ingresos",1981765
"Cabo Corrientes",1993,"Ingresos",1681985
"Cabo Corrientes",1994,"Ingresos",1737034
"Cabo Corrientes",1995,"Ingresos",1389616
"Cabo Corrientes",1996,"Ingresos",3223431
"Cabo Corrientes",1997,"Ingresos",4600244
"Cabo Corrientes",1998,"Ingresos",9216282
"Cabo Corrientes",1999,"Ingresos",12026655
"Cabo Corrientes",2000,"Ingresos",17399523
"Cabo Corrientes",2001,"Ingresos",19543233
"Cabo Corrientes",2002,"Ingresos",22414692
"Cabo Corrientes",2003,"Ingresos",23858265
"Cabo Corrientes",2004,"Ingresos",27349933
"Cabo Corrientes",2005,"Ingresos",32227933
"Cabo Corrientes",2006,"Ingresos",50934587
"Cabo Corrientes",2007,"Ingresos",38989186
"Cabo Corrientes",2008,"Ingresos",63408521
"Cabo Corrientes",2009,"Ingresos",78027324
"Cabo Corrientes",2010,"Ingresos",64105300
"Cabo Corrientes",2011,"Ingresos",64623301
"Cabo Corrientes",2013,"Ingresos",64106746
"Cabo Corrientes",2014,"Ingresos",70604316
"Cabo Corrientes",2015,"Ingresos",76822877
"Cabo Corrientes",2016,"Ingresos",77478500
"Cabo Corrientes",2017,"Ingresos",78963404
"Cabo Corrientes",2018,"Ingresos",72054250
"Cabo Corrientes",2019,"Ingresos",80110152
"Cabo Corrientes",2020,"Ingresos",105443618
